
0.5,18.17,16.476
0.6,25.55,16.152
0.7,30.82,15.815
0.8,34.75,15.473
0.9,37.82,15.126
1,40.25,14.78
1.1,42.26,14.429
1.2,43.92,14.08
1.3,45.35,13.724
1.4,46.55,13.375
1.5,47.59,13.026
1.6,47.95,12.893
1.7,48.51,12.672
1.8,50.03,11.971
1.9,50.68,11.615
2,51.25,11.268
